Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,month
28 Feb,0.0,0.0,0.0,0.0,28.0,34.8,24.1,4.9,21.3,2021,February
2 Mar,0.0,0.0,0.0,0.0,27.6,32.8,24.4,7.2,26.7,2021,March
3 Mar,0.0,0.0,0.0,0.0,27.8,33.5,24.0,6.1,29.4,2021,March
4 Mar,0.0,0.0,0.0,0.0,27.7,32.5,24.1,7.2,31.7,2021,March
5 Mar,0.0,0.0,0.0,0.0,28.5,33.4,25.7,7.7,25.9,2021,March
6 Mar,0.0,0.0,0.0,0.0,28.4,32.9,25.4,8.7,32.4,2021,March
7 Mar,29.4,15.8,19.6,26.0,26.0,33.0,22.8,4.6,32.0,2021,March
8 Mar,0.0,0.0,0.0,0.0,26.9,32.8,22.3,6.2,26.3,2021,March
9 Mar,0.0,0.0,0.0,0.0,27.2,32.3,23.6,7.7,29.1,2021,March
10 Mar,0.0,0.0,0.0,0.0,27.3,32.7,23.3,7.2,30.2,2021,March
11 Mar,0.0,0.0,0.0,0.0,27.6,32.7,23.7,7.4,27.4,2021,March
12 Mar,0.0,0.0,0.0,0.0,27.4,32.2,24.7,4.6,19.4,2021,March
13 Mar,0.0,0.0,0.0,0.0,27.4,33.0,23.9,5.4,22.0,2021,March
14 Mar,10.0,6.4,9.8,10.0,27.1,31.0,24.8,5.4,20.6,2021,March
15 Mar,12.6,11.6,12.6,12.6,27.2,32.7,24.6,6.1,28.9,2021,March
16 Mar,0.0,0.0,0.0,0.0,27.3,31.7,24.0,4.3,20.2,2021,March
17 Mar,1.0,0.8,0.8,0.8,26.6,33.0,23.8,3.2,31.3,2021,March
18 Mar,6.8,6.8,6.8,6.8,26.7,32.6,23.9,3.5,21.3,2021,March
19 Mar,0.0,0.0,0.0,0.0,27.7,33.3,24.4,3.8,20.2,2021,March
20 Mar,16.4,15.6,16.4,16.4,26.6,32.0,23.7,3.1,29.1,2021,March
21 Mar,0.2,0.2,0.2,0.2,27.8,33.7,24.3,3.7,22.0,2021,March
22 Mar,0.0,0.0,0.0,0.0,27.6,32.9,24.3,5.9,30.9,2021,March
23 Mar,0.4,0.4,0.4,0.4,27.6,32.8,24.0,5.6,28.9,2021,March
24 Mar,30.8,10.4,13.2,19.2,25.4,30.9,23.9,3.3,19.8,2021,March
25 Mar,2.2,1.6,1.8,1.8,25.7,29.1,24.1,4.0,22.6,2021,March
26 Mar,0.0,0.0,0.0,0.0,27.9,33.2,24.5,4.2,18.0,2021,March
27 Mar,17.2,8.8,13.4,16.2,26.3,32.0,23.3,3.5,31.7,2021,March
28 Mar,0.0,0.0,0.0,0.0,27.8,33.7,23.7,3.2,17.6,2021,March
29 Mar,4.4,4.4,4.4,4.4,26.8,32.0,24.5,3.4,16.1,2021,March
30 Mar,0.0,0.0,0.0,0.0,27.4,33.9,24.3,3.9,29.8,2021,March
31 Mar,27.8,20.2,26.4,27.2,27.8,33.6,23.4,4.9,28.2,2021,March
2 Apr,2.2,1.6,1.8,2.0,28.0,34.7,24.5,3.1,18.0,2021,April
3 Apr,3.6,2.2,3.0,3.4,27.1,34.5,24.8,3.0,35.6,2021,April
4 Apr,30.2,13.4,18.2,19.2,26.2,29.8,24.3,2.7,22.0,2021,April
5 Apr,15.8,9.8,13.2,14.8,26.3,32.7,23.6,3.2,25.9,2021,April
6 Apr,0.0,0.0,0.0,0.0,27.7,32.3,23.9,4.5,20.2,2021,April
7 Apr,0.2,0.2,0.2,0.2,28.5,33.2,24.3,5.3,24.8,2021,April
8 Apr,34.8,19.0,30.2,33.2,27.1,33.6,24.2,3.5,19.1,2021,April
9 Apr,0.0,0.0,0.0,0.0,27.8,32.5,24.6,4.1,21.3,2021,April
10 Apr,0.0,0.0,0.0,0.0,28.6,33.4,24.7,4.6,22.0,2021,April
11 Apr,0.0,0.0,0.0,0.0,28.6,33.6,25.3,4.1,20.6,2021,April
12 Apr,15.6,15.4,15.4,15.4,27.9,33.5,22.8,3.6,24.8,2021,April
13 Apr,0.0,0.0,0.0,0.0,27.9,33.0,25.1,3.3,18.0,2021,April
14 Apr,0.0,0.0,0.0,0.0,28.1,33.4,24.9,3.5,22.4,2021,April
15 Apr,4.6,1.2,1.6,2.8,26.0,33.3,23.7,3.3,23.0,2021,April
16 Apr,0.0,0.0,0.2,0.2,27.2,31.4,24.2,2.3,13.0,2021,April
17 Apr,65.6,19.0,26.2,30.0,24.9,30.7,22.9,3.2,20.9,2021,April
18 Apr,0.0,0.0,0.0,0.0,27.4,34.1,23.6,3.1,16.9,2021,April
19 Apr,0.4,0.4,0.4,0.4,27.3,31.9,24.6,3.3,24.1,2021,April
20 Apr,0.0,0.0,0.0,0.0,28.3,34.4,24.5,3.6,19.1,2021,April
21 Apr,0.0,0.0,0.0,0.0,28.4,33.5,25.7,3.7,20.9,2021,April
22 Apr,14.4,12.6,13.6,13.8,26.4,32.4,23.9,3.1,20.6,2021,April
23 Apr,0.0,0.0,0.0,0.0,28.0,33.0,24.3,4.5,23.3,2021,April
24 Apr,15.0,4.2,7.0,11.0,25.6,27.5,23.4,2.9,39.3,2021,April
25 Apr,0.0,0.0,0.0,0.0,28.5,33.9,24.5,3.3,20.2,2021,April
26 Apr,75.2,40.6,69.2,75.2,27.2,33.7,24.3,3.0,19.8,2021,April
27 Apr,0.0,0.0,0.0,0.0,27.1,32.6,24.5,3.1,15.6,2021,April
28 Apr,0.0,0.0,0.0,0.0,27.8,33.2,24.3,3.3,16.5,2021,April
29 Apr,6.0,6.0,6.0,6.0,28.1,33.9,25.0,3.2,18.3,2021,April
30 Apr,0.0,0.0,0.0,0.0,28.2,33.4,25.0,3.4,21.7,2021,April
2 May,0.0,0.0,0.0,0.0,28.8,33.4,25.1,4.2,18.7,2021,May
3 May,0.0,0.0,0.0,0.0,28.8,33.5,25.9,3.9,20.6,2021,May
4 May,0.0,0.0,0.0,0.0,28.8,34.0,25.8,4.0,17.6,2021,May
5 May,0.6,0.6,0.6,0.6,27.3,33.0,25.1,3.5,26.3,2021,May
6 May,6.0,4.8,5.0,5.4,27.0,31.2,24.7,2.4,15.2,2021,May
7 May,0.0,0.0,0.0,0.0,28.2,32.8,25.3,3.8,20.6,2021,May
8 May,0.6,0.4,0.6,0.6,27.6,30.9,25.6,2.6,19.1,2021,May
9 May,21.0,13.4,19.6,20.8,27.0,34.3,24.9,2.5,19.1,2021,May
10 May,0.0,0.0,0.0,0.0,28.8,34.5,25.1,3.2,22.0,2021,May
11 May,0.0,0.0,0.0,0.0,29.2,34.7,26.3,3.6,24.4,2021,May
12 May,3.4,2.2,2.6,3.4,27.8,32.7,25.2,3.4,19.1,2021,May
13 May,0.0,0.0,0.0,0.0,28.2,33.4,25.1,2.9,23.7,2021,May
14 May,0.0,0.0,0.0,0.0,27.9,31.7,26.4,2.9,23.3,2021,May
15 May,2.0,1.4,1.6,1.8,27.7,32.9,25.2,3.3,24.4,2021,May
16 May,0.0,0.0,0.0,0.0,28.7,34.1,25.4,2.7,18.0,2021,May
17 May,3.0,1.4,2.6,2.8,27.7,31.1,25.2,2.5,19.4,2021,May
18 May,89.2,37.0,44.6,45.2,25.8,29.9,22.7,3.4,24.4,2021,May
19 May,0.0,0.0,0.0,0.0,27.4,30.8,25.2,2.1,11.5,2021,May
20 May,1.0,1.0,1.0,1.0,27.7,32.5,25.0,2.7,23.0,2021,May
21 May,29.4,17.8,21.2,29.2,27.0,33.0,24.0,2.8,28.2,2021,May
22 May,0.0,0.0,0.0,0.0,27.2,31.5,25.1,3.6,19.8,2021,May
23 May,0.0,0.0,0.0,0.0,28.8,34.1,25.3,3.2,18.7,2021,May
24 May,0.0,0.0,0.0,0.0,29.3,33.7,26.2,3.3,20.9,2021,May
25 May,0.0,0.0,0.0,0.0,29.5,33.2,26.2,4.0,22.0,2021,May
26 May,0.0,0.0,0.0,0.0,29.0,32.7,26.5,3.0,19.4,2021,May
27 May,1.8,1.6,1.8,1.8,28.6,33.7,25.8,2.8,20.9,2021,May
28 May,0.0,0.0,0.0,0.0,28.4,33.9,25.1,3.2,19.4,2021,May
29 May,0.0,0.0,0.0,0.0,27.7,31.7,25.8,2.9,16.5,2021,May
30 May,0.0,0.0,0.0,0.0,28.3,34.6,25.8,3.0,19.1,2021,May
31 May,-,-,-,-,-,-,-,-,-,2021,May
2 Jun,-,-,-,-,-,-,-,-,-,2021,June
3 Jun,5.4,5.0,5.0,5.2,28.7,33.7,25.9,3.2,24.1,2021,June
4 Jun,0.0,0.0,0.0,5.0,29.1,34.2,26.1,3.3,21.7,2021,June
5 Jun,1.8,1.8,1.8,1.8,-,-,-,-,-,2021,June
6 Jun,0.0,0.0,0.0,0.0,29.1,34.0,25.3,3.7,20.2,2021,June
7 Jun,0.0,0.0,0.0,0.0,28.6,33.1,26.0,4.0,23.3,2021,June
8 Jun,0.0,0.0,0.0,0.0,28.5,33.7,24.9,3.4,21.7,2021,June
9 Jun,13.6,13.4,13.4,13.4,27.8,32.0,24.6,2.7,21.3,2021,June
10 Jun,1.8,1.0,1.0,1.0,27.3,33.4,24.2,3.6,23.7,2021,June
11 Jun,0.0,0.0,0.2,0.2,27.7,31.8,24.4,3.4,14.4,2021,June
12 Jun,3.2,2.8,3.0,3.2,28.2,33.3,24.2,3.6,26.7,2021,June
13 Jun,3.0,2.0,2.8,3.0,27.6,32.5,23.0,3.9,21.3,2021,June
14 Jun,0.0,0.0,0.0,0.0,28.3,34.3,25.3,3.1,22.4,2021,June
15 Jun,6.4,5.6,6.4,6.4,27.1,33.8,24.3,3.4,33.5,2021,June
16 Jun,0.0,0.0,0.0,0.0,27.4,32.7,24.1,2.9,21.3,2021,June
17 Jun,0.0,0.0,0.0,0.0,28.5,33.9,25.4,3.6,19.8,2021,June
18 Jun,11.6,2.2,3.6,5.4,26.0,29.9,23.4,2.5,19.8,2021,June
19 Jun,0.0,0.0,0.0,0.0,27.3,31.9,24.5,2.1,12.2,2021,June
20 Jun,5.2,4.2,4.2,4.4,26.7,32.8,23.4,3.3,19.4,2021,June
21 Jun,0.2,0.2,0.2,0.2,28.1,33.8,23.8,3.2,17.6,2021,June
22 Jun,4.4,4.4,4.4,4.4,27.3,32.3,24.2,3.4,27.4,2021,June
23 Jun,0.6,0.6,0.6,0.6,28.4,33.9,24.0,4.2,24.8,2021,June
24 Jun,8.8,4.4,4.8,7.2,27.3,33.2,24.3,3.1,20.6,2021,June
25 Jun,-,-,-,-,-,-,-,-,-,2021,June
26 Jun,21.8,20.8,21.6,21.6,-,-,-,-,-,2021,June
27 Jun,0.6,0.2,0.4,0.4,26.4,29.5,25.2,2.6,15.2,2021,June
28 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,June
29 Jun,17.2,9.4,9.8,9.8,26.9,30.7,23.6,3.9,22.6,2021,June
30 Jun,0.0,0.0,0.0,1.6,-,-,-,-,-,2021,June
2 Jul,0.0,0.0,0.0,0.0,28.6,33.3,25.7,3.3,21.3,2021,July
3 Jul,0.4,0.2,0.2,0.2,27.2,33.7,24.4,3.0,21.3,2021,July
4 Jul,34.0,22.2,30.6,32.8,25.5,28.8,23.8,2.3,23.3,2021,July
5 Jul,1.8,1.8,1.8,1.8,27.3,31.3,24.7,3.5,21.7,2021,July
6 Jul,0.0,0.0,0.0,0.0,27.0,30.2,25.2,2.6,16.5,2021,July
7 Jul,0.0,0.0,0.0,0.0,27.7,32.8,25.0,2.6,18.3,2021,July
8 Jul,0.0,0.0,0.0,0.0,28.8,33.4,25.6,3.2,17.2,2021,July
9 Jul,0.0,0.0,0.0,0.0,28.8,32.8,25.8,3.6,19.1,2021,July
10 Jul,8.0,2.0,3.6,6.0,25.8,28.6,24.4,2.6,14.4,2021,July
11 Jul,8.0,4.5,4.5,4.5,26.0,30.6,23.7,2.7,37.8,2021,July
12 Jul,56.0,23.0,43.0,52.5,26.3,33.9,23.6,3.5,23.7,2021,July
13 Jul,63.0,23.5,38.0,48.0,24.0,25.3,22.8,4.5,30.2,2021,July
14 Jul,0.5,0.5,0.5,0.5,26.0,28.3,24.0,2.7,17.6,2021,July
15 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,July
16 Jul,0.0,0.0,0.0,0.0,29.2,33.1,26.7,3.9,26.3,2021,July
17 Jul,0.0,0.0,0.0,0.0,28.7,32.7,25.4,4.0,18.3,2021,July
18 Jul,0.0,0.0,0.0,0.0,28.5,33.0,25.7,3.5,24.1,2021,July
19 Jul,0.0,0.0,0.0,0.0,27.5,32.0,25.5,2.7,23.3,2021,July
20 Jul,0.0,0.0,0.0,0.0,28.7,34.0,25.4,2.9,20.6,2021,July
21 Jul,0.0,0.0,0.0,0.0,29.0,33.8,25.6,4.7,20.2,2021,July
22 Jul,0.0,0.0,0.0,0.0,29.3,33.6,25.7,4.2,21.7,2021,July
23 Jul,10.0,5.0,6.5,8.5,28.2,34.6,24.9,3.5,21.7,2021,July
24 Jul,0.5,0.5,0.5,0.5,28.5,33.6,24.8,4.4,22.4,2021,July
25 Jul,0.0,0.0,0.0,0.0,29.2,33.3,25.9,4.4,22.4,2021,July
26 Jul,0.0,0.0,0.0,0.0,29.0,32.8,26.1,4.4,21.3,2021,July
27 Jul,0.0,0.0,0.0,0.0,28.7,33.0,25.4,4.1,27.4,2021,July
28 Jul,0.0,0.0,0.0,0.0,28.9,33.7,25.8,4.5,21.7,2021,July
29 Jul,0.0,0.0,0.0,0.0,29.2,33.8,26.4,4.8,25.6,2021,July
30 Jul,0.0,0.0,0.0,0.0,29.4,33.5,26.6,4.2,21.7,2021,July
31 Jul,18.0,16.0,18.0,18.0,27.8,31.9,24.1,3.6,37.4,2021,July
2 Aug,1.5,1.5,1.5,1.5,27.0,33.1,24.5,2.7,21.7,2021,August
3 Aug,11.0,9.0,11.0,11.0,27.4,33.2,21.9,3.3,29.1,2021,August
4 Aug,3.0,2.5,2.5,3.0,26.4,28.9,23.5,4.1,39.6,2021,August
5 Aug,0.0,0.0,0.0,0.0,28.5,32.9,25.1,3.9,22.4,2021,August
6 Aug,0.0,0.0,0.0,0.0,27.6,32.8,24.8,3.6,24.1,2021,August
7 Aug,0.0,0.0,0.0,0.0,27.9,33.2,25.5,3.9,30.2,2021,August
8 Aug,5.4,4.2,5.2,5.2,26.7,33.2,23.8,3.3,22.6,2021,August
9 Aug,0.6,0.4,0.4,0.4,28.0,34.2,23.6,3.6,16.1,2021,August
10 Aug,0.0,0.0,0.0,0.0,28.7,33.7,25.5,3.8,21.3,2021,August
11 Aug,0.6,0.6,0.6,0.6,28.1,32.8,25.8,3.4,22.4,2021,August
12 Aug,1.8,1.2,1.8,1.8,27.7,32.6,25.5,3.3,21.3,2021,August
13 Aug,0.0,0.0,0.0,0.0,27.4,32.3,25.1,2.8,26.3,2021,August
14 Aug,13.2,12.2,12.4,12.4,26.6,32.7,24.0,2.5,22.0,2021,August
15 Aug,3.2,1.6,2.0,2.8,27.4,32.7,24.3,3.8,32.4,2021,August
16 Aug,0.4,0.2,0.6,1.4,27.3,32.5,24.0,3.4,17.2,2021,August
17 Aug,8.4,2.4,4.0,5.6,26.0,31.0,24.2,3.0,17.2,2021,August
18 Aug,1.2,0.4,0.6,1.0,25.5,27.5,24.2,3.0,18.0,2021,August
19 Aug,19.0,2.8,5.0,9.6,26.6,31.6,23.2,6.0,27.4,2021,August
20 Aug,94.6,29.4,49.6,75.4,24.7,26.8,21.9,2.5,18.7,2021,August
21 Aug,0.4,0.2,0.2,0.4,26.8,30.4,24.4,3.2,16.5,2021,August
22 Aug,30.0,21.6,26.6,29.2,25.9,31.6,22.8,2.8,22.4,2021,August
23 Aug,0.0,0.0,0.0,0.0,26.9,32.3,24.1,3.6,17.6,2021,August
24 Aug,32.8,16.2,23.2,26.0,24.9,26.5,23.2,2.5,19.4,2021,August
25 Aug,1.6,1.6,1.6,1.6,25.4,27.7,23.7,3.5,22.4,2021,August
26 Aug,18.2,16.2,17.6,18.2,26.4,31.8,23.7,-,39.6,2021,August
27 Aug,3.6,2.0,2.0,2.0,27.1,32.2,24.1,4.1,26.7,2021,August
28 Aug,0.0,0.0,0.0,0.0,28.4,33.3,25.7,3.7,22.0,2021,August
29 Aug,19.2,12.4,12.6,13.0,26.0,32.7,23.2,3.8,25.9,2021,August
30 Aug,66.2,26.2,40.2,61.0,25.3,28.8,22.5,3.2,18.7,2021,August
31 Aug,5.8,2.2,3.4,4.0,26.4,31.3,24.0,2.5,15.2,2021,August
2 Sep,97.6,41.2,72.0,87.2,24.8,27.4,22.8,3.5,35.6,2021,September
3 Sep,0.0,0.0,0.0,0.0,27.3,32.7,24.2,3.1,18.3,2021,September
4 Sep,3.8,3.8,3.8,3.8,27.7,33.2,24.5,3.6,19.8,2021,September
5 Sep,0.0,0.0,0.0,0.0,28.0,32.9,25.2,3.6,20.9,2021,September
6 Sep,30.6,27.4,30.4,30.4,27.0,33.3,23.3,3.1,24.1,2021,September
7 Sep,0.0,0.0,0.0,0.0,27.5,32.2,25.0,3.8,24.4,2021,September
8 Sep,2.6,2.2,2.4,2.4,27.3,32.1,22.5,5.0,26.7,2021,September
9 Sep,0.0,0.0,0.0,0.0,28.3,33.4,24.9,3.9,19.4,2021,September
10 Sep,20.2,13.4,18.6,20.2,26.7,31.0,22.8,3.9,25.6,2021,September
11 Sep,1.8,1.2,1.8,1.8,27.1,31.7,24.2,2.8,19.1,2021,September
12 Sep,17.8,17.6,17.8,17.8,27.2,33.5,24.5,2.6,16.9,2021,September
13 Sep,5.6,4.4,5.2,5.2,25.7,28.9,24.1,3.4,28.5,2021,September
14 Sep,0.0,0.0,0.0,0.0,27.3,30.7,25.2,2.6,14.8,2021,September
15 Sep,0.0,0.0,0.0,0.0,28.1,33.0,24.8,3.7,24.1,2021,September
16 Sep,0.0,0.0,0.0,0.0,28.2,33.0,25.1,3.7,23.3,2021,September
17 Sep,0.0,0.0,0.0,0.0,28.7,33.8,25.0,4.1,23.7,2021,September
18 Sep,0.0,0.0,0.0,0.0,28.2,33.1,25.2,3.5,23.3,2021,September
19 Sep,23.6,21.8,23.4,23.4,26.5,29.0,24.2,3.2,26.7,2021,September
20 Sep,0.0,0.0,0.0,0.0,28.3,33.3,24.8,4.1,23.7,2021,September
21 Sep,0.0,0.0,0.0,0.0,27.8,31.8,25.6,3.3,22.4,2021,September
22 Sep,0.6,0.6,0.6,0.6,28.0,33.1,23.7,3.4,28.2,2021,September
23 Sep,5.0,3.2,4.0,5.0,28.1,32.5,23.8,3.9,29.8,2021,September
24 Sep,0.0,0.0,0.0,0.0,27.8,33.4,25.3,3.0,19.8,2021,September
25 Sep,0.0,0.0,0.0,0.0,28.0,34.0,25.3,3.4,23.7,2021,September
26 Sep,35.4,26.0,26.2,27.6,28.0,32.9,23.8,3.7,24.1,2021,September
27 Sep,46.4,15.2,28.8,44.6,26.0,32.2,23.6,3.2,19.1,2021,September
28 Sep,33.8,22.8,32.6,33.6,26.3,31.8,23.5,2.9,21.7,2021,September
29 Sep,0.8,0.6,0.6,0.6,27.3,32.6,23.9,2.9,18.3,2021,September
30 Sep,30.0,14.8,20.6,23.8,25.3,26.5,24.3,3.1,21.3,2021,September
2 Oct,0.4,0.2,0.2,0.4,25.8,29.4,23.1,3.1,21.7,2021,October
3 Oct,0.0,0.0,0.0,0.0,28.0,33.0,24.3,3.0,13.7,2021,October
4 Oct,0.0,0.0,0.0,0.0,28.6,34.1,24.7,3.0,19.8,2021,October
5 Oct,5.4,5.4,5.4,5.4,26.7,29.8,22.8,2.8,32.0,2021,October
6 Oct,0.0,0.0,0.0,0.0,29.1,33.6,25.4,5.6,28.2,2021,October
7 Oct,0.0,0.0,0.0,0.0,28.9,33.4,25.3,5.0,27.4,2021,October
8 Oct,0.0,0.0,0.0,0.0,29.6,34.4,26.3,4.4,19.8,2021,October
9 Oct,0.0,0.0,0.0,0.0,29.5,34.2,26.4,4.3,22.0,2021,October
10 Oct,3.6,1.4,2.0,3.0,27.3,32.3,24.9,3.3,30.6,2021,October
11 Oct,0.0,0.0,0.0,0.0,28.7,34.1,24.8,3.7,20.2,2021,October
12 Oct,1.8,1.4,1.6,1.8,28.6,35.2,25.8,3.3,23.3,2021,October
13 Oct,2.6,2.4,2.4,2.6,28.0,32.5,25.6,3.4,28.9,2021,October
14 Oct,0.0,0.0,0.0,0.0,29.0,33.0,26.1,4.7,27.0,2021,October
15 Oct,0.0,0.0,0.0,0.0,29.1,34.9,25.0,3.9,32.8,2021,October
16 Oct,4.0,4.0,4.0,4.0,28.8,34.0,26.2,3.2,19.1,2021,October
17 Oct,3.4,2.2,2.4,2.4,27.3,33.1,24.5,3.4,22.6,2021,October
18 Oct,1.6,0.8,1.2,1.4,26.7,30.6,24.1,2.7,13.7,2021,October
19 Oct,0.0,0.0,0.0,0.0,28.3,33.3,24.6,3.3,27.8,2021,October
20 Oct,24.2,10.2,10.2,11.4,26.1,31.3,23.7,3.4,23.0,2021,October
21 Oct,1.0,1.0,1.0,1.0,26.2,32.6,24.3,4.2,19.8,2021,October
22 Oct,0.6,0.6,0.6,0.6,27.3,33.6,24.6,3.5,19.1,2021,October
23 Oct,1.6,1.0,1.6,1.6,27.0,33.4,24.4,3.2,20.6,2021,October
24 Oct,0.0,0.0,0.0,0.0,26.7,33.5,24.3,3.3,19.8,2021,October
25 Oct,0.0,0.0,0.0,0.0,27.0,32.4,24.0,4.0,24.4,2021,October
26 Oct,26.6,26.4,26.6,26.6,27.1,33.1,24.1,3.2,21.7,2021,October
27 Oct,3.6,3.6,3.6,3.6,28.1,34.1,24.1,3.9,24.8,2021,October
28 Oct,0.0,0.0,0.0,0.0,26.9,30.2,25.2,3.2,30.2,2021,October
29 Oct,0.0,0.0,0.0,0.0,28.2,33.1,25.2,3.4,23.0,2021,October
30 Oct,4.8,1.8,2.2,2.2,27.3,32.7,24.3,3.2,22.4,2021,October
31 Oct,10.0,8.4,9.6,9.6,26.8,33.5,24.5,3.1,25.9,2021,October
2 Nov,7.8,2.6,3.0,3.8,25.8,31.9,23.9,3.6,22.0,2021,November
3 Nov,2.0,0.4,0.8,1.2,26.4,31.8,24.0,3.4,16.9,2021,November
4 Nov,45.4,35.2,44.0,45.0,26.5,32.7,23.4,3.3,25.9,2021,November
5 Nov,10.8,7.0,7.0,7.6,25.8,32.3,23.8,3.1,20.6,2021,November
6 Nov,3.8,2.2,2.4,3.6,27.4,33.0,24.3,2.7,15.6,2021,November
7 Nov,8.4,7.0,7.2,7.4,26.6,30.5,23.5,2.8,35.9,2021,November
8 Nov,0.6,0.2,0.4,0.6,26.7,29.5,25.1,2.4,18.3,2021,November
9 Nov,10.2,6.8,8.2,9.8,26.6,34.3,23.9,3.2,20.6,2021,November
10 Nov,14.6,3.2,6.0,8.6,25.4,28.5,23.7,4.1,28.5,2021,November
11 Nov,1.2,0.6,0.8,1.0,-,-,-,-,-,2021,November
12 Nov,1.8,1.0,1.2,1.6,27.2,31.8,22.6,4.8,36.7,2021,November
13 Nov,0.6,0.4,0.4,0.4,26.4,29.9,23.6,3.5,23.3,2021,November
14 Nov,0.2,0.2,0.2,0.2,27.9,33.8,25.3,3.3,19.1,2021,November
15 Nov,3.4,2.8,3.2,3.4,26.6,32.1,24.9,2.5,13.7,2021,November
16 Nov,0.0,0.0,0.0,0.0,27.8,33.8,24.4,2.9,17.6,2021,November
17 Nov,2.2,1.0,1.2,1.2,27.2,32.4,25.0,3.4,28.5,2021,November
18 Nov,11.2,5.8,8.2,11.0,26.5,30.7,23.8,3.0,21.7,2021,November
19 Nov,3.2,2.4,3.0,3.2,27.1,31.3,24.6,2.7,22.0,2021,November
20 Nov,6.0,3.0,4.0,4.6,25.9,29.4,23.2,2.8,27.4,2021,November
21 Nov,28.8,25.0,28.0,28.4,26.4,33.1,22.1,3.3,41.5,2021,November
22 Nov,0.2,0.2,0.2,0.2,27.5,32.7,24.4,3.4,16.1,2021,November
23 Nov,6.6,4.2,5.0,5.6,25.9,32.3,24.1,2.9,20.6,2021,November
24 Nov,30.6,16.4,24.4,26.6,25.0,27.1,23.3,2.4,15.7,2021,November
25 Nov,0.6,0.6,0.6,0.6,-,-,-,-,-,2021,November
26 Nov,0.0,0.0,0.0,0.0,27.4,32.3,24.4,4.2,22.0,2021,November
27 Nov,6.6,2.0,2.4,4.2,27.0,32.6,24.2,3.6,19.1,2021,November
28 Nov,0.2,0.2,0.2,0.2,27.7,32.5,24.4,3.7,19.8,2021,November
29 Nov,0.0,0.0,0.0,0.0,28.8,33.2,25.6,5.4,29.1,2021,November
30 Nov,0.0,0.0,0.0,0.0,28.8,34.3,25.1,3.6,21.3,2021,November
2 Dec,24.4,11.4,13.4,21.0,25.4,28.2,22.4,3.6,36.7,2021,December
3 Dec,0.0,0.0,0.0,0.0,26.8,31.2,23.9,4.9,24.8,2021,December
4 Dec,0.0,0.0,0.0,0.0,27.1,31.6,24.8,6.4,30.9,2021,December
5 Dec,0.0,0.0,0.0,0.0,27.0,30.0,25.5,6.8,25.2,2021,December
6 Dec,0.0,0.0,0.0,0.0,27.4,31.2,25.2,6.9,27.0,2021,December
7 Dec,0.2,0.2,0.2,0.2,27.8,31.5,25.0,8.4,33.5,2021,December
8 Dec,0.0,0.0,0.0,0.0,27.5,31.3,25.3,7.8,29.4,2021,December
9 Dec,0.0,0.0,0.0,0.0,27.6,31.9,24.9,7.2,27.8,2021,December
10 Dec,3.2,1.4,1.8,2.0,27.0,31.5,24.5,6.3,28.9,2021,December
11 Dec,10.2,9.2,9.6,9.6,26.5,31.0,24.5,4.6,25.9,2021,December
12 Dec,0.4,0.4,0.4,0.4,26.3,29.2,25.1,6.1,24.1,2021,December
13 Dec,0.0,0.0,0.0,0.0,26.6,29.6,24.3,6.7,37.0,2021,December
14 Dec,0.0,0.0,0.0,0.0,27.7,31.9,25.2,7.8,30.6,2021,December
15 Dec,2.4,2.4,2.4,2.4,27.5,32.1,25.3,5.2,25.6,2021,December
16 Dec,0.0,0.0,0.0,0.0,28.3,32.8,24.9,5.4,25.2,2021,December
17 Dec,11.0,4.8,5.4,7.2,26.9,31.7,24.7,5.5,32.8,2021,December
18 Dec,82.6,44.6,62.2,62.6,26.6,31.8,23.8,3.3,16.1,2021,December
19 Dec,16.2,8.0,10.6,13.6,26.6,31.0,23.5,4.8,23.7,2021,December
20 Dec,0.0,0.0,0.0,0.0,27.2,31.6,24.3,4.3,20.6,2021,December
21 Dec,1.6,1.6,1.6,1.6,27.5,32.9,24.6,4.8,21.7,2021,December
22 Dec,0.4,0.2,0.2,0.2,27.4,32.9,25.2,3.7,20.6,2021,December
23 Dec,0.0,0.0,0.0,0.0,26.8,30.4,24.9,2.6,15.6,2021,December
24 Dec,12.4,8.2,11.8,12.0,26.4,31.2,24.8,2.9,28.9,2021,December
25 Dec,0.4,0.2,0.2,0.2,27.3,31.0,24.8,5.3,25.6,2021,December
26 Dec,0.0,0.0,0.0,0.0,27.3,30.8,24.6,6.0,26.7,2021,December
27 Dec,0.0,0.0,0.0,0.0,27.9,33.0,25.0,6.9,27.4,2021,December
28 Dec,0.0,0.0,0.0,0.0,27.5,32.1,24.8,7.0,25.2,2021,December
29 Dec,0.2,0.2,0.2,0.2,27.4,31.3,24.6,5.3,21.3,2021,December
30 Dec,0.0,0.0,0.0,0.0,27.3,30.8,24.4,4.6,18.3,2021,December
31 Dec,-,-,-,-,-,26.8,23.7,-,20.2,2021,December
2 Jan,-,-,-,-,-,-,-,-,-,2022,January
3 Jan,-,-,-,-,-,-,-,-,-,2022,January
4 Jan,-,-,-,-,-,-,-,-,-,2022,January
